,Course_ID,Course_Name,Category,Duration (hours),Enrolled_Students,Completion_Rate (%),Platform,Price ($),Rating (out of 5)
41,42.0,Course_42,Technology,74.0,3265.0,52.99990117615693,Udemy,41.3289332748605,4.754349505594576
42,43.0,Course_43,Technology,57.0,1736.0,50.49619842940308,Udemy,130.05091381846685,3.738843499936598
43,44.0,Course_44,Data Science,75.0,2331.0,65.38183329040409,Coursera,172.9007026672787,4.506401675528576
44,45.0,Course_45,Office Tools,98.0,3821.0,69.94428131435413,Udemy,117.927711639313,4.724956282939777
45,46.0,Course_46,Office Tools,22.0,2887.0,57.87191714159191,LinkedIn Learning,140.64165871567806,3.1362719057120625
46,47.0,Course_47,Business,97.0,2772.0,50.56572307946894,edX,192.025062017246,4.505764777115722
47,48.0,Course_48,AI,73.0,3820.0,77.41845514374822,Coursera,149.56050114703717,4.454383692965718
48,49.0,Course_49,AI,36.0,3756.0,72.48191192553931,LinkedIn Learning,106.18458407777186,4.58672857420294
49,50.0,Course_50,Programming,40.0,3089.0,52.07101480650348,Udemy,74.3645528195237,3.864728869323829
50,51.0,Course_51,Design,50.0,2360.0,90.28898617424944,Udemy,187.1604617363644,
51,52.0,Course_52,AI,50.0,1440.0,92.33134697754788,LinkedIn Learning,34.62950131669932,3.4892681172698863
52,53.0,Course_53,Technology,39.0,693.0,78.85997738720778,edX,37.39828555613478,3.4234144290629134
53,54.0,Course_54,Programming,59.0,2172.0,78.10566645303314,Udemy,58.63620102833188,4.389106740843322
54,55.0,Course_55,Marketing,71.0,3016.0,69.90539171030042,Udemy,120.01321956784058,3.176198778281811
55,56.0,Course_56,,55.0,3208.0,62.09484836654869,Udemy,176.5106664790957,3.0237455565824702
56,57.0,Course_57,AI,15.0,317.0,68.18230828934145,LinkedIn Learning,51.57318853526439,4.567354802162733
57,58.0,Course_58,Finance,19.0,913.0,87.56453772138065,Coursera,193.1208953581661,4.166978525342665
58,59.0,Course_59,Office Tools,27.0,4472.0,99.0992417425892,Coursera,131.0414690344315,4.975869356685033
59,60.0,Course_60,Programming,42.0,779.0,53.12773058479942,LinkedIn Learning,147.59900956281356,4.460156901101483
60,61.0,Course_61,Data Science,27.0,304.0,64.31105689866008,Udemy,132.72638033725667,4.122075007099855
61,62.0,Course_62,Office Tools,51.0,572.0,58.28309658728742,edX,66.08651922374479,3.2227672214031107
62,,Course_63,AI,54.0,2328.0,57.15518862545071,Coursera,124.25958702212527,3.0996994113923435
63,64.0,Course_64,Data Science,67.0,4328.0,81.9820825940256,LinkedIn Learning,73.04622646384098,4.46837743321438
64,65.0,Course_65,Technology,45.0,4801.0,54.73809507864627,Coursera,22.414205177021323,3.1601362888687468
65,66.0,Course_66,Data Science,14.0,1853.0,56.77570477853543,Udemy,19.6955892674005,3.0059788264741725
66,67.0,Course_67,Design,87.0,2859.0,55.8178434074934,Udemy,101.22861497735263,4.059702778713414
67,68.0,Course_68,Business,56.0,899.0,72.04090645007605,edX,74.3334595724686,4.868495386534078
68,,Course_69,Office Tools,14.0,3252.0,67.49733214304536,Udemy,11.295327342019911,4.160689047781421
69,70.0,Course_70,Technology,19.0,4683.0,74.61792959884552,Udemy,198.47397366071928,3.0675652250129817
70,71.0,Course_71,Programming,41.0,1280.0,91.24667106206064,Udemy,52.21828638725435,3.556144906672688
71,72.0,Course_72,AI,39.0,1893.0,89.43617175692899,LinkedIn Learning,114.88595578771628,4.52013554657571
72,73.0,Course_73,Office Tools,27.0,3265.0,73.74302503332088,Udemy,118.52800513478624,3.093968685287442
73,74.0,Course_74,Office Tools,23.0,3617.0,95.17825852465786,Udemy,16.1534686156695,4.653587761377758
74,75.0,Course_75,Business,62.0,2638.0,53.77898816609268,LinkedIn Learning,167.45296714257628,3.125450728857822
75,76.0,Course_76,Business,87.0,2878.0,78.93830250292609,LinkedIn Learning,161.46405053011895,3.682469628368795
76,77.0,Course_77,Marketing,32.0,815.0,95.64611928617568,Coursera,184.0420407739763,3.2983261815364124
77,78.0,Course_78,Business,74.0,3650.0,51.242066828335766,edX,91.2348371042322,3.765377514484844
78,79.0,Course_79,Office Tools,26.0,955.0,92.92002808554984,LinkedIn Learning,71.50689392555901,3.1700367255611
79,80.0,Course_80,Business,27.0,426.0,83.11585271204137,LinkedIn Learning,49.684226362801,4.224056805207789
80,81.0,Course_81,Office Tools,42.0,3324.0,56.16676688866577,Udemy,30.301925423937902,4.851885653674137
81,82.0,Course_82,AI,84.0,2244.0,51.21694081463183,Coursera,151.66341960871625,3.12877527232356
82,83.0,,Office Tools,15.0,2588.0,95.79030656781734,LinkedIn Learning,65.44758432684259,4.578414119172469
83,84.0,Course_84,Technology,28.0,4011.0,53.38609386403335,LinkedIn Learning,195.4840965544452,3.2701061877568494
84,85.0,Course_85,Technology,95.0,2161.0,91.01238118940284,LinkedIn Learning,147.6769770411264,3.786933026560871
85,86.0,Course_86,Technology,61.0,3161.0,58.914775091569,edX,40.305978430430045,3.336888660634121
86,87.0,Course_87,Marketing,53.0,197.0,67.00420056770804,LinkedIn Learning,129.44945232832387,3.895033887644157
87,88.0,Course_88,Data Science,67.0,2896.0,75.09362259189979,edX,107.42428432947573,3.48843357518716
88,89.0,Course_89,Design,65.0,935.0,53.416446735575,LinkedIn Learning,134.27931392343103,3.479145049932587
89,90.0,Course_90,Data Science,42.0,3372.0,56.35506929264863,Coursera,41.09502688237798,3.4114201609917374
90,91.0,Course_91,Design,88.0,3178.0,86.8962675975259,LinkedIn Learning,151.35388990420415,4.578316113063259
91,92.0,Course_92,Office Tools,63.0,141.0,55.70280173056038,Udemy,48.50749427184327,4.241782535818151
92,93.0,Course_93,Finance,14.0,4684.0,69.12926762969533,Coursera,186.93014527327097,4.209773931132485
93,94.0,Course_94,Technology,79.0,2778.0,75.40448713667965,Udemy,199.69123723445128,3.6152275449588966
94,95.0,Course_95,Technology,67.0,1458.0,93.09349010568457,edX,161.2504069176674,4.424960316426295
95,96.0,Course_96,Programming,42.0,3052.0,52.95943768327663,Coursera,161.83985350317667,3.259498222096828
96,97.0,Course_97,Business,57.0,4616.0,62.61495212756299,LinkedIn Learning,140.47254043615186,
97,98.0,Course_98,Design,49.0,2299.0,88.31334013502834,Coursera,45.96751996129697,3.114104661799761
98,99.0,Course_99,Design,54.0,4170.0,51.34839358195031,edX,193.1852431928164,4.043212954321631
99,,Course_100,Marketing,22.0,4607.0,51.33333659272997,Coursera,166.78032577375538,4.166408648716176
100,101.0,Course_101,Design,21.0,259.0,56.62113389594457,Udemy,99.3218568534684,4.669390618564645
101,102.0,Course_102,AI,77.0,861.0,83.21504148038068,Coursera,145.4357940491782,3.043884369779075
102,103.0,Course_103,Programming,25.0,121.0,93.54887338184544,LinkedIn Learning,131.14582756418386,3.3073331137533915
103,104.0,Course_104,Technology,,1212.0,94.3099441717272,Coursera,140.02354258799843,3.9181606672240608
104,105.0,Course_105,Data Science,47.0,690.0,71.47595066067228,edX,44.22552402575696,4.682054285232672
105,106.0,Course_106,Finance,44.0,3237.0,86.8551841089677,edX,142.8924571341928,3.786984097678881
106,107.0,Course_107,Programming,77.0,1574.0,95.64107025248144,LinkedIn Learning,93.71306219285124,4.910382826978912
107,108.0,Course_108,Design,48.0,4524.0,82.22701242211662,Udemy,179.2380733542841,
108,109.0,Course_109,Technology,66.0,3572.0,91.82841303336662,LinkedIn Learning,56.7155880059053,4.413442672307038
109,110.0,Course_110,Programming,54.0,1295.0,75.6768363894456,LinkedIn Learning,25.85817144636985,4.364716177682331
110,111.0,Course_111,Data Science,42.0,2073.0,82.3448647854577,LinkedIn Learning,100.91472621394684,3.706579019624986
111,112.0,Course_112,Programming,100.0,2615.0,68.1466905735165,Coursera,96.45921533141389,4.97969627080831
112,113.0,Course_113,Marketing,40.0,4146.0,52.73829949424769,edX,147.93882440451205,3.553850880905983
113,114.0,Course_114,Finance,45.0,2044.0,83.26809673365605,Coursera,196.0356673018136,4.953115581880226
114,115.0,Course_115,Finance,36.0,1012.0,88.2721469726992,Coursera,22.678527347978125,4.699792163726203
115,116.0,Course_116,AI,48.0,3947.0,90.74142694722534,Coursera,45.67403425129797,3.2726935116473497
116,117.0,Course_117,Technology,98.0,185.0,98.49950249960492,LinkedIn Learning,77.51620906047815,4.795083063002908
117,118.0,Course_118,Programming,95.0,2338.0,63.21880119928029,LinkedIn Learning,166.5038081497369,4.979051887112956
118,119.0,Course_119,Technology,51.0,682.0,64.601310855949,Udemy,50.06485857685167,3.015588504507927
119,120.0,Course_120,Office Tools,51.0,3854.0,53.1723396348192,Coursera,171.9066717968282,4.84216082252329
120,121.0,Course_121,Business,76.0,3164.0,77.4000287206085,edX,68.72902874456742,4.896333556379823
121,122.0,Course_122,Office Tools,23.0,2587.0,73.88019264938974,Udemy,146.53805399249254,4.061901380619736
122,123.0,Course_123,Data Science,73.0,3293.0,93.32625153637812,Coursera,52.93608095989116,3.0204666015658788
123,124.0,Course_124,Business,93.0,2492.0,98.76582376848916,edX,187.27063575543585,4.741613708531263
124,125.0,Course_125,Office Tools,72.0,3288.0,76.75718432462034,Coursera,135.8054933889452,4.2196292293439175
125,126.0,Course_126,Finance,27.0,4896.0,68.9812067729224,Coursera,126.0559592041796,4.575146020849668
126,127.0,Course_127,Programming,,4720.0,77.59493253142587,Udemy,58.2059931366362,4.436427029029348
127,128.0,Course_128,Programming,28.0,3699.0,77.48328867055123,Udemy,189.9778561125001,4.577650084634694
128,129.0,Course_129,Office Tools,14.0,1769.0,97.71002486916018,Coursera,36.59181349354408,3.179446888903541
129,130.0,Course_130,Office Tools,24.0,4708.0,65.73976376219167,Udemy,111.64111588787044,4.75632154173713
130,131.0,Course_131,Business,29.0,932.0,55.14379988862759,edX,68.91111899850841,4.602638015130977
131,132.0,Course_132,Marketing,63.0,1184.0,60.99477569630714,edX,155.88248490546627,4.2377611251105165
132,133.0,Course_133,Design,17.0,4875.0,94.3303632109777,edX,33.99094812053457,4.126644066313811
133,134.0,Course_134,Finance,86.0,1418.0,70.04398796955505,Coursera,156.99809796017524,3.897254674465307
134,135.0,Course_135,Marketing,21.0,2963.0,61.71314990632212,LinkedIn Learning,184.0299691318524,4.426684618922282
135,136.0,Course_136,Technology,98.0,2718.0,81.03872065263162,LinkedIn Learning,39.88861172984026,3.5197138989807115
136,137.0,Course_137,Business,,540.0,60.598456978611566,Coursera,11.543202796950936,4.33797236552176
137,138.0,Course_138,AI,13.0,118.0,66.56866810591549,LinkedIn Learning,17.38272375590257,3.499243965958052
138,139.0,Course_139,Business,83.0,497.0,64.69643351812928,LinkedIn Learning,151.83830280262956,4.372447071442679
139,140.0,Course_140,AI,54.0,3873.0,67.56335328729838,Udemy,48.89951908413921,4.1810016716913045
140,141.0,Course_141,Design,94.0,3599.0,97.28339694377588,Udemy,78.28145975200282,4.419124494475806
141,142.0,Course_142,Office Tools,94.0,2987.0,71.09394210687465,Udemy,69.59067443708383,4.678863132315161
142,143.0,Course_143,Design,58.0,555.0,69.6611893129325,LinkedIn Learning,158.72628804329742,3.3060303954359127
143,144.0,Course_144,Finance,42.0,4539.0,51.60009652222868,LinkedIn Learning,27.475583986948607,3.306209244384409
144,145.0,Course_145,Programming,19.0,4832.0,58.10798125429169,edX,32.96876480806861,4.677687274054958
145,146.0,Course_146,Design,27.0,3361.0,88.61680382992795,edX,192.844317217836,4.288321078275504
146,147.0,Course_147,Finance,81.0,3612.0,85.9504895038976,Udemy,115.26902742999266,4.905309717346734
147,148.0,Course_148,Finance,37.0,734.0,95.347768567135,Udemy,126.29476580880198,4.77814222065552
148,149.0,Course_149,Finance,68.0,3540.0,58.59469505065045,edX,190.314370047842,
149,150.0,Course_150,Technology,76.0,2521.0,63.90052427723564,Udemy,135.58324850977834,3.429091403784043
150,151.0,Course_151,Business,79.0,226.0,71.37510246140513,edX,113.69937506896912,4.481084255455423
151,152.0,Course_152,Programming,42.0,4090.0,52.6500494690641,LinkedIn Learning,86.09675626479819,4.84316531532377
152,153.0,Course_153,AI,51.0,231.0,88.07824809129559,Udemy,102.18100102913594,3.4499334862606537
153,154.0,Course_154,Design,83.0,1418.0,82.52159440026719,edX,139.15357805693384,4.851119616679986
154,155.0,Course_155,Business,77.0,4134.0,74.78977640345045,Coursera,142.4713849139524,4.482171257648676
155,156.0,Course_156,Technology,48.0,3695.0,88.88699096766885,LinkedIn Learning,140.5378256962319,3.1456157592835763
156,157.0,Course_157,Finance,25.0,4082.0,82.33926838096764,LinkedIn Learning,124.65376623874144,3.0436509599032613
157,158.0,Course_158,Technology,92.0,909.0,77.6030081419835,Udemy,167.63810224535194,3.318445603470469
158,159.0,Course_159,Programming,100.0,4019.0,64.31777361332755,Coursera,99.34477817853336,3.29027818285692
159,160.0,Course_160,Office Tools,33.0,4786.0,77.99901803361863,LinkedIn Learning,52.37733877325103,3.485582323841
160,161.0,Course_161,Marketing,64.0,1077.0,68.92149742171935,Udemy,170.19057622731694,4.644956949638663
161,162.0,Course_162,Marketing,97.0,959.0,84.90286069911738,Udemy,14.370826064047758,3.960290386971125
162,,Course_163,Marketing,58.0,2621.0,55.56842528449882,LinkedIn Learning,95.13332905383278,3.538807838264509
163,164.0,Course_164,Office Tools,99.0,2774.0,73.6644648393861,edX,115.44220849799972,4.746572180323057
164,165.0,Course_165,Programming,26.0,3747.0,78.2984164209153,Coursera,159.02113090265095,3.268442124556686
165,166.0,Course_166,Data Science,18.0,1315.0,68.14014680459334,edX,104.61462379429972,4.961689406055319
166,167.0,Course_167,Finance,79.0,340.0,99.26131158776256,edX,174.28350701289045,4.635320212988627
167,168.0,Course_168,Data Science,32.0,3920.0,98.44710245906128,edX,84.49511634702392,3.2974153065961724
168,169.0,Course_169,Programming,37.0,276.0,63.08465404411725,Coursera,118.7655718026266,3.7566240660381016
169,170.0,Course_170,Technology,70.0,4337.0,80.49867863467333,LinkedIn Learning,86.02560961009377,3.567852500366638
170,171.0,Course_171,Office Tools,18.0,4946.0,99.39915585954527,Coursera,64.44892710661564,4.571401413394584
171,172.0,Course_172,Marketing,38.0,2276.0,88.59503466290053,Udemy,113.12335618051652,4.914965870158262
172,173.0,Course_173,Finance,34.0,1936.0,54.52948788859218,LinkedIn Learning,33.46362856123915,3.611759041645123
173,174.0,Course_174,Technology,75.0,1851.0,85.83845969896343,edX,157.43580480548525,3.3789513882646425
174,175.0,Course_175,Design,11.0,105.0,54.29570153371106,,66.27086283194674,4.97269474037256
175,176.0,Course_176,Programming,92.0,1407.0,65.39749195354409,edX,135.0098950410021,4.695211905676579
176,177.0,Course_177,Finance,40.0,1057.0,91.39707884538534,Coursera,188.21005248107335,3.573089333198716
177,178.0,Course_178,Office Tools,29.0,342.0,63.09218088809909,Udemy,149.49525386775113,3.9925339109303306
178,179.0,Course_179,Office Tools,36.0,2475.0,60.153967180933904,edX,110.61410154209914,3.431631182921105
179,180.0,Course_180,Finance,36.0,386.0,64.40591306943381,LinkedIn Learning,139.9745412961091,4.9213220159135735
180,181.0,Course_181,AI,13.0,319.0,85.63609249156823,Udemy,123.10539628212786,3.200912233514273
181,182.0,Course_182,AI,84.0,190.0,75.79308420574458,edX,117.70873157970414,3.2070669457207908
182,183.0,Course_183,Technology,97.0,1316.0,68.84449861480897,edX,27.981659267073077,4.440969304840751
183,184.0,Course_184,Programming,90.0,1042.0,91.55183577494869,Udemy,106.18508734739204,3.659445099797276
184,185.0,Course_185,Design,80.0,4442.0,72.4818791286712,edX,183.50493380320623,3.4221795410591063
185,186.0,Course_186,Programming,30.0,1226.0,63.01944931041343,Coursera,158.15417577577512,4.748391316413295
186,187.0,Course_187,Finance,10.0,2041.0,63.570670299349,Coursera,62.94403915666914,3.4371815458889805
187,188.0,Course_188,Finance,94.0,2555.0,61.78834740016893,edX,136.45784452417035,3.267119059426
188,189.0,Course_189,Technology,68.0,1169.0,75.22121384619155,Coursera,167.5265470046258,4.951038297911112
189,190.0,Course_190,Finance,65.0,1670.0,83.61029777992746,LinkedIn Learning,130.91266075236746,4.754091504970582
190,191.0,Course_191,Business,40.0,1002.0,55.08141744175701,LinkedIn Learning,68.84212772156766,4.8660392342497545
191,192.0,Course_192,Data Science,51.0,3402.0,66.58025118654996,Udemy,114.5676029350481,4.898723477245989
192,193.0,Course_193,Data Science,77.0,4980.0,92.61649903230114,Udemy,179.47262123787954,3.313109595189319
193,194.0,Course_194,Business,71.0,1024.0,89.01969663847328,LinkedIn Learning,92.44039798880031,4.898215342183622
194,195.0,Course_195,Data Science,85.0,4724.0,58.83547947566857,edX,198.16829685592148,3.865775706895629
195,196.0,Course_196,Programming,90.0,4369.0,64.25586183738778,Udemy,89.23271713324677,4.62790434382109
196,197.0,Course_197,Technology,98.0,3198.0,83.52885850232576,LinkedIn Learning,196.57100604220295,4.542302047277822
197,198.0,Course_198,AI,63.0,1049.0,65.46466237466498,edX,82.46449317252288,3.684117089183982
198,199.0,Course_199,Data Science,61.0,875.0,85.21350245993703,edX,140.2183768152328,4.656912975290643
199,200.0,Course_200,Technology,33.0,1737.0,79.19329150742541,Udemy,136.49162530683367,4.4599418016668055
200,201.0,Course_201,Business,43.0,1825.0,91.87596275225836,,37.90918395152333,4.102737159538084
201,202.0,Course_202,Finance,36.0,3408.0,,Coursera,182.2592032411687,3.00397099720961
202,203.0,Course_203,Technology,39.0,2539.0,97.62541883287388,Udemy,125.41977345350077,4.158303138495818
203,204.0,Course_204,Finance,85.0,2532.0,68.56176297967014,LinkedIn Learning,47.95646833679993,3.145853690687679
204,205.0,Course_205,Design,12.0,4873.0,65.64929622032454,Udemy,48.59617222462108,4.31409976400894
205,206.0,Course_206,Finance,72.0,338.0,97.58014993749356,edX,74.54743217276835,3.087963009049524
206,207.0,Course_207,Programming,83.0,3962.0,94.91414978742124,,127.23234456867036,3.5802061125805453
207,208.0,Course_208,Finance,49.0,3337.0,59.64831835912318,edX,35.63605008907117,4.312663066154059
208,209.0,Course_209,Marketing,15.0,2101.0,96.61625217493706,Udemy,133.57085742863077,4.272722132890307
209,210.0,Course_210,Office Tools,40.0,3193.0,89.90363368149208,LinkedIn Learning,122.05514517462284,3.715968176937521
210,211.0,Course_211,Finance,35.0,1419.0,92.9958024068586,Udemy,30.002469938629613,3.4966481711796504
211,212.0,Course_212,Technology,62.0,979.0,69.556409233647,Coursera,64.57650188479039,4.800398103822677
212,213.0,Course_213,AI,60.0,2851.0,73.97491085060275,LinkedIn Learning,190.07425378565347,4.1937534863140815
213,214.0,Course_214,Design,27.0,2938.0,89.8786821859457,LinkedIn Learning,175.01079904645192,3.7619944159099967
214,215.0,Course_215,Data Science,45.0,2775.0,97.54423606307752,edX,162.10714948615853,4.159169872522516
215,216.0,Course_216,Design,90.0,2143.0,94.31409532387096,edX,196.3507273654856,4.100871573262513
216,217.0,Course_217,Finance,88.0,597.0,68.1346888921009,,148.39046578095522,3.3207706247509474
217,218.0,Course_218,Marketing,35.0,1180.0,74.70217833304545,LinkedIn Learning,63.47283840726606,4.113846650075452
218,219.0,Course_219,Office Tools,43.0,4685.0,67.7050290664887,LinkedIn Learning,116.94988223260268,3.829852433648581
219,220.0,Course_220,Programming,80.0,2334.0,89.4508258898908,edX,19.915763816733985,4.486461877701547
220,221.0,Course_221,Data Science,21.0,1578.0,96.56474859004165,Coursera,75.2545160121922,4.429201114211274
221,222.0,Course_222,Design,60.0,1758.0,85.76305146631185,edX,68.14490513996739,4.20129383174509
222,223.0,Course_223,Design,49.0,1047.0,87.76866232180129,Udemy,109.54574826163336,3.046517901247697
223,224.0,Course_224,Programming,52.0,3448.0,79.39083266878025,Coursera,46.70857602136169,3.513698822133424
224,225.0,,Technology,62.0,2956.0,58.4945092858871,edX,116.75321882500796,3.1547479187540466
225,226.0,Course_226,Technology,44.0,3173.0,98.5438382334204,Coursera,78.97511167576785,3.8416136826050944
226,227.0,Course_227,Finance,69.0,3648.0,81.44352271353259,Udemy,50.270787894673376,4.712423467196446
227,228.0,Course_228,Marketing,49.0,1993.0,92.526850319711,Udemy,188.75848270878785,4.165439548821213
228,229.0,Course_229,Finance,88.0,4481.0,70.37228903221815,Coursera,170.21467738305196,3.797393779142936
229,230.0,Course_230,Finance,35.0,929.0,73.26744006702401,Udemy,141.78994749128788,4.78932799472751
230,231.0,Course_231,Business,10.0,1574.0,57.15210797937816,LinkedIn Learning,24.397378230246417,3.0280770763987555
231,232.0,Course_232,Design,39.0,2019.0,97.14954741773028,Coursera,118.70365665145664,4.449817511692195
232,233.0,Course_233,Technology,67.0,457.0,65.75170797259996,LinkedIn Learning,28.174968681765783,3.1669863737218256
233,234.0,Course_234,Marketing,36.0,343.0,75.10860823528104,Coursera,12.85763625579723,4.806117440998988
234,235.0,Course_235,Finance,87.0,420.0,73.87313734557752,edX,68.01926700255046,3.751151257500695
235,236.0,Course_236,Technology,69.0,1722.0,95.55559403190938,Coursera,59.25043315049946,4.321666839127877
236,237.0,Course_237,Design,20.0,1279.0,84.77399788393609,edX,86.84750849163466,4.452797033217811
237,238.0,Course_238,Technology,100.0,2781.0,90.19463477725438,Udemy,127.38607268012063,3.6716049687920487
238,,Course_239,Programming,98.0,1321.0,97.76619039661983,edX,167.11947715677425,3.2860094073374864
239,240.0,Course_240,Programming,83.0,1159.0,67.81727968823505,edX,18.90714414231012,3.83910845214912
240,241.0,Course_241,Business,29.0,2739.0,60.648814692732,Udemy,193.34549487319083,3.807350511785183
241,,Course_242,Programming,,2243.0,95.8263839823871,,114.63821209913556,4.585452156383656
242,243.0,Course_243,Programming,37.0,302.0,56.02604101156487,edX,,4.295987205311279
243,244.0,Course_244,Technology,59.0,2748.0,92.51979411379833,Udemy,77.86969612281652,4.022853553798939
244,245.0,Course_245,Programming,34.0,2009.0,76.6700318024303,,160.47411988786877,4.631831817662592
245,246.0,Course_246,Technology,36.0,2713.0,60.34097868556783,edX,101.19252291726498,3.344203917700626
246,247.0,Course_247,Design,61.0,1375.0,84.51407343142219,edX,73.39742227121337,3.238712745320897
247,248.0,Course_248,Data Science,36.0,248.0,81.66399588649065,Coursera,183.8515679518325,4.682114185112776
248,249.0,Course_249,Data Science,21.0,2758.0,92.70473962133876,LinkedIn Learning,59.45168283636453,3.680803879056851
249,250.0,Course_250,Data Science,41.0,4862.0,55.09190964942552,Udemy,157.69168286714702,3.062154223598528
250,251.0,Course_251,Marketing,68.0,1427.0,95.81930477443876,edX,101.4750348882944,3.9084794320070393
251,252.0,Course_252,Business,97.0,4358.0,94.21554341849937,Coursera,58.17137108563266,4.157656713222309
252,253.0,Course_253,Business,48.0,3335.0,74.7801463778741,Udemy,38.0338681870399,3.242446793353486
253,254.0,Course_254,Technology,76.0,119.0,64.17675480974805,Coursera,175.36310135099563,4.276216208020585
254,255.0,Course_255,Business,94.0,1604.0,55.139441847765305,Coursera,108.7224151490845,4.754921485846538
255,256.0,Course_256,Programming,77.0,3044.0,50.18234088591543,Udemy,112.37526721563334,3.971147560592162
256,257.0,Course_257,Data Science,53.0,3793.0,97.65988547735846,Coursera,61.12568659377485,3.189830127088129
257,258.0,Course_258,Design,62.0,1326.0,96.13912456726187,edX,62.78236676787602,3.103576611597939
258,259.0,Course_259,Programming,21.0,388.0,50.74353241280766,edX,83.14081282079015,3.335586043091588
259,260.0,Course_260,Finance,42.0,4054.0,70.08861501905542,Udemy,119.74512014182672,3.727008428152197
